,Punta estero,Laurel,Patagua,Lado estero,Maiz 2,Maiz 1,Pero a,Los bolos a,El pero b,Los bolos b,Las piedras,Peña a,Peña b,Brazo Muerto,La isla
2020-02-08,0.028420168375778224,0.028920586364308668,0.03407086385867228,0.035556102728557804,0.038582171892367095,0.09177696065977863,0.057908465400614985,0.02459924409555182,0.03277672130113439,0.048255533757077744,0.04668104639410012,0.04154061938646037,0.05605052278887321,0.0733815740995926,0.08242819456119156
2020-02-13,0.04525884231569392,0.03908425203034491,0.055583327817942514,0.07500081226014128,0.06063369544653072,0.07518086576157637,0.06819842336596338,0.05097866232036405,0.045244011178172235,0.08821769279186167,0.060336268790959026,0.04559970674084636,0.04447947330176741,0.10757999438615133,0.11766738314927563
2020-02-18,0.04098598723415886,0.03972242287073103,0.05769165676413444,0.056969349695682354,0.1459791589914585,0.10673457292353249,0.08690964279261505,0.08027568506254722,0.05972107227122809,0.0717242343695484,0.07263546960008356,0.04081516115258335,0.03550410810803255,0.14930482733026232,0.17558412717780453
2020-03-04,0.0373264138027234,0.0409943827685492,0.04344059899230167,0.043623103996157424,0.08253343224962904,0.08977330640162134,0.07477476380983286,0.04466069814509003,0.06487320750001792,0.07894868728838889,0.05781627210151805,0.030822671668338398,0.04513981779506861,0.11913682439965588,0.09532100181455591
2020-03-09,0.05202274878258578,0.06532267221389033,0.06391979292492679,0.05607873597720602,0.05662519131067705,0.0953018651995307,0.10142047223875737,0.04738753369714863,0.0601801139027886,0.10951465177257393,0.0906664114465437,0.03979259900929428,0.04461509022677424,0.15417256164505808,0.17397094987545003
2020-03-14,0.08033618497899983,0.10726853240078782,0.05568462663084298,0.12182904664769813,0.1173015897425718,0.08646866068238998,0.1071841049948842,0.051945491759120666,0.0851887039557216,0.09741094509388087,0.07203803335674105,0.0387435945620811,0.11904018075074127,0.12580315194273498,0.221597281734021
2020-03-19,0.0941181920358448,0.09690399585563915,0.06031851192198418,0.054396169084058615,0.10775416499035748,0.062233594396536474,0.12353849199892215,0.054702993765108066,0.05989673479140288,0.10222646501221243,0.09002388763725643,0.044162801004605824,0.04294908066993301,0.15157618211736207,0.18606896323433586
2020-03-24,0.05785075691678525,0.06505480319602895,0.04467171442729981,0.0441574654106139,0.06152971255873015,0.08784531654523009,0.10824362040329234,0.057442822246581586,0.06105513541672949,0.10540165990490989,0.08738739785996258,0.04644127087922207,0.04054242986005134,0.14490455298551216,0.15049033476658003
2020-03-29,0.05035371394087274,0.06032944075901503,0.12876034783328594,0.24862891430846637,0.1038293637955173,0.08892913340388962,0.10905027661641652,0.16439692580839452,0.16199497492917742,0.12213260962137341,0.07823986458146126,0.129562562814751,0.16831783407333467,0.13199226849769166,0.13899044581083533
2020-04-03,0.03679135490887524,0.03401603963695589,0.03424403263052342,0.026914532521874576,0.04331660597716978,0.10782992320117828,0.07626891881359187,0.035114123229985535,0.05153755517395577,0.07204616855653297,0.058782942149784585,0.03484527935133815,0.03846802149114958,0.10565038934354383,0.1193264847695647
2020-04-08,0.031930393977639956,0.0363724718597023,0.030709302359328863,0.05738747159522799,0.0437257034291474,0.11347541564485526,0.0752484491213851,0.04010689191233597,0.05465567711429236,0.07681643834465944,0.05006889377462276,0.03369411845718589,0.03725947915922499,0.09630005581184645,0.10613475159126823
2020-04-13,0.030175212255678343,0.03784243711134234,0.03581876122568974,0.046893174186274665,0.04906363218900895,0.10739023808368516,0.08001129182565944,0.03945652584614642,0.05057822333766779,0.0668377298917787,0.035583821648760706,0.02891584375293231,0.029608912360189678,0.08328766621837683,0.08019537223010477
2020-06-07,0.025830250345833878,0.036576280861792904,0.0323812553565993,0.045298244448957505,0.047090995338128376,0.09884901980409816,0.06296906375536002,0.03290736177979668,0.04024810921824785,0.05414220111725986,0.03945067861121625,0.025888925581026397,0.025846580903273454,0.0731911381102214,0.08270937942797964
2020-06-12,0.060978756313628465,0.04764433044692038,0.027659999486694706,0.04061130722765419,0.034436455825852266,0.05758898505609166,0.11474692197317259,0.023922598004086113,0.05153247680210335,0.03616032819509499,0.03009177559594917,0.08334621516036637,0.04883784536459476,0.03228359427077316,0.041246028940575316
2020-07-12,0.035625750972239155,0.03450880163129638,0.016663673012304224,0.03939316726340107,0.0586954557719613,0.03784735975151404,0.051688374362907526,0.02868329949284226,0.04001771965661471,0.040569554240807035,0.026853200457685494,0.028916086457624602,0.05257652735375984,0.03268232383465622,0.050337462912247645
2020-07-22,0.11907034598919188,0.07886264424828775,0.12847067040286655,0.07297269138260917,0.049422099219114425,0.08262387904203145,0.07766371900973178,0.14186131092520413,0.10061823936641826,0.09633875975205135,0.030995940573224065,0.056517767149117944,0.03748404308075857,0.13073620201718347,0.12525871845529601
2020-08-31,0.04882859997801656,0.029704875313829957,0.03136878328274397,0.020493303567845206,0.05176994387029945,0.07273696321228372,0.05855349678048274,0.05131119828425211,0.041117825386027124,0.06692956602595733,0.040041274758912296,0.04485558380792683,0.11568356069218722,0.033725956755536066,0.04906706532110052
2020-09-20,0.0811948107892558,0.06892144208838742,0.03004653443617822,0.05622994100409306,0.03871752077510369,0.07077275360530735,0.03551943802159058,0.028122041072409367,0.03267536625180306,0.0431943989557007,0.03286718471152595,0.024682986438329876,0.04452838327227657,0.05987221664812167,0.07528795174369553
2020-10-15,0.09931986882403411,0.08257489099557191,0.07204376677119988,0.07190173232864344,0.03212283490298462,0.03390607035998905,0.05913868592911479,0.04561167407182795,0.03542319740659862,0.08685687604356684,0.05953361575794422,0.020576276650477777,0.030585619843240226,0.07137828184965471,0.055008946132921496
2020-10-20,0.12692479511575308,0.05151747031352261,0.03037752566273967,0.08167651634330965,0.03421474344798101,0.03572569990976066,0.04441385880754475,0.04063290347872765,0.0175827195532786,0.06574469184528045,0.032054651143966426,0.024485842690946426,0.03643060154823099,0.07338024113398618,0.05931066730830781
2020-10-25,0.0947678678033175,0.09422061184752509,0.04848911421219905,0.09613704727194723,0.13159308463239533,0.09828200614090213,0.0579159705789368,0.09666703110770672,0.030892591824739028,0.09660401329321996,0.06670303149365805,0.020601801148493224,0.047232129973169126,0.10405229618981414,0.10582164868156418
2020-10-30,0.11872436510079942,0.06650554866099963,0.06488727196371763,0.05018790168307639,0.04440035133113092,0.04402806211120907,0.03765045569674326,0.039877018208044374,0.033391039269275266,0.08903931277971916,0.06549059753350857,0.0255864338860864,0.03676196714841627,0.07477770344325163,0.054732891504275676
2020-11-09,0.07386996942080228,0.05402198203752252,0.08369251325071733,0.06839665129848356,0.05425067307980117,0.03055845057211352,0.05428434546274036,0.02196325231057919,0.07477715451710507,0.061259814135192624,0.04963113692835096,0.021512793451485893,0.02998108705355189,0.09057212262243891,0.07778060795485782
2020-11-19,0.07386996942080228,0.05402198203752252,0.08369251325071733,0.06839665129848356,0.05425067307980117,0.03055845057211352,0.05428434546274036,0.02196325231057919,0.07477715451710507,0.061259814135192624,0.04963113692835096,0.021512793451485893,0.02998108705355189,0.09057212262243891,0.07778060795485782
2020-11-29,0.07983247272713388,0.0898932929051801,0.04814486487519995,0.04920712458834975,0.042600646445762745,0.041089813523213614,0.047995929914967865,0.08109904289720682,0.06651251239064665,0.05988783420642969,0.03022471248906418,0.017438520818466263,0.016199847917218776,0.06931193699828812,0.046372028282496765
2020-12-04,0.13678116428744838,0.08334249721110935,0.1325280832813688,0.1357343887197114,0.16704344722381884,0.07377750666482935,0.09136242645752297,0.0343052042950437,0.05580845739718797,0.039000212585961605,0.021440536113377633,0.10258673548117117,0.06306178140602331,0.06910291050286835,0.10231913274064432
2020-12-09,0.05523869598663003,0.04290075258936453,0.08119237979285344,0.04199771069282023,0.07853127819016704,0.04925761564865609,0.05115056078373206,0.06570741398158818,0.03370043408958704,0.08242991588128652,0.07067434409496447,0.04841193798757789,0.08410050838266551,0.08491024689480801,0.09992027382025953
2020-12-24,0.04451824332586424,0.04489112199005718,0.04457920003315378,0.031403875648469866,0.09754177917099494,0.06271114381320042,0.050834671251501484,0.048485850509,0.03410636984008231,0.08190281406347455,0.06843732839580365,0.037706435253012524,0.07417546106920046,0.0835282711486269,0.09455241245247695
2021-01-03,0.06975227341144584,0.07301052567582882,0.07671970060331813,0.04500323443396582,0.05858514587494018,0.06322904888333152,0.08669866584443636,0.04878730890738959,0.07945588171694194,0.07279766803463622,0.049687138906243405,0.06423573820025999,0.11756671948466153,0.12544237424560847,0.060223642562512406
2021-01-08,0.0285625401568121,0.02207211174158395,0.029472856823940467,0.04625446255593989,0.04182496049729144,0.04307139876429679,0.04165749398151296,0.04108740945170999,0.1200568390327537,0.052068170224211285,0.0448601408067952,0.219555822680995,0.11958638052189771,0.07544902825194681,0.06402939414672014
