,Punta estero,Laurel,Patagua,Lado estero,Maiz 2,Maiz 1,Pero a,Los bolos a,El pero b,Los bolos b,Las piedras,Peña a,Peña b,Brazo Muerto,La isla
2020-04-13,0.7315885190610533,0.712779680887858,0.7088183821918809,0.6405507054822198,0.7480219745093097,0.15513385425914417,0.7449941393211782,0.8165855722979081,0.8067167962204675,0.7716337505139803,0.7234541710386885,0.8106522993607954,0.7857224929585542,0.7477922894763169,0.6947157580969141
2020-06-07,0.7716062757703993,0.7407148679097494,0.7357766219760027,0.7132171630859375,0.7561957632567896,0.17702836701364227,0.7112128508584362,0.8012022538618608,0.7113421647222687,0.7736026161595395,0.7131100106746593,0.8026054613517992,0.7883768750637234,0.7446935651466094,0.7114941072952219
2020-06-12,0.6682501898871528,0.7075658904181586,0.7495954757167543,0.7034323856748383,0.7755600641529293,0.7266589848682133,0.6842454979034546,0.7264555623708677,0.7232301113752514,0.7655687834087171,0.7854277428160322,0.6831873575846354,0.6937265816170473,0.7599686965675931,0.733069167066624
2020-07-12,0.7747439349139178,0.7669157452053494,0.7946710794514213,0.7698435290106411,0.7714861701516544,0.774169228293679,0.787096581248957,0.7702888930139463,0.7899848181185071,0.7709334524054277,0.8062031522710272,0.791106992779356,0.752103522395621,0.7863012808998472,0.7612140816090728
2020-07-22,0.18227533411096644,0.27732009357876247,0.376222747137242,0.34313409739527206,0.27262510701420184,0.2721962976937342,0.26400879069227723,0.41512040067310174,0.35863562371711627,0.5334513614052221,0.7108855551861702,0.30115563160664327,0.4263273374864671,0.5786442606773865,0.4271227041337813
2020-08-31,0.42513662267614294,0.41055117713080513,0.40898498345015577,0.37640964902680496,0.46761992307948885,0.45911221999219776,0.5698788162862984,0.5127706921790257,0.6233824047262483,0.6333880775853207,0.5183795360808677,0.6905333085493608,0.432739410910718,0.5123180527070904,0.45301258143575796
2020-09-20,0.7378204345703125,0.7836313777499728,0.8118905991408684,0.7763811834927263,0.8257511725235709,0.709655068137429,0.8154176271486983,0.8188063566349755,0.8265650854034015,0.7818031712582237,0.8073772673911237,0.7882351037227746,0.7529995842042211,0.7362199812190774,0.7872092254603953
2020-10-15,0.7910101996527777,0.762393421596951,0.7951752849828417,0.8101155248181573,0.8279903057178012,0.8019296665384312,0.7561579501835781,0.68421582939211,0.787403423728636,0.7137435109991777,0.6794399504965924,0.831854433001894,0.8188249547563213,0.7658323347915454,0.7793744361712528
2020-10-20,0.7273119891131365,0.7996035681830512,0.8039875921801986,0.7811743374528556,0.8015042328517848,0.8115932580196497,0.8104389022603055,0.7668566743204416,0.8287615328627681,0.7172210693359375,0.8118348628916638,0.7968835079308713,0.74072171035443,0.8005884101698924,0.7819961704084898
2020-10-25,0.41757823574927544,0.43396195002964566,0.36075708270072937,0.4155027216131037,0.528521863720085,0.5297205713060167,0.699565544384438,0.697491639174884,0.7587042187238187,0.6890487670898438,0.3170856527380041,0.7526647394353693,0.7870574005276305,0.2828018634350269,0.39690913207142065
2020-10-30,0.7703764173719618,0.7980333964029948,0.7623280557887948,0.6427176113786368,0.8043189727377846,0.8112358324455492,0.8039913406677653,0.7898433464617769,0.8099163965629189,0.7213929828844572,0.714457816265999,0.8135215990471117,0.7739317553272839,0.8006092289135259,0.8003984436104593
2020-11-09,0.6413577044451678,0.6475747426350912,0.6901701930156007,0.734350901636584,0.7260011387052301,0.6389358212249447,0.49658757249248997,0.6905987952366348,0.5628629382749665,0.7807639674136513,0.734800785145861,0.7145431980942235,0.8006615693184136,0.6842569655395081,0.7828244848327289
2020-11-19,0.6413577044451678,0.6475747426350912,0.6901701930156007,0.734350901636584,0.7260011387052301,0.6389358212249447,0.49658757249248997,0.6905987952366348,0.5628629382749665,0.7807639674136513,0.734800785145861,0.7145431980942235,0.8006615693184136,0.6842569655395081,0.7828244848327289
2020-11-29,0.6491431342230902,0.7322285440233018,0.7800354289117261,0.7818261508283944,0.7948426566947343,0.7697772401751894,0.7304855367051902,0.7009059180898115,0.6919867385168817,0.7892233597604852,0.7998011974578209,0.807830995501894,0.8103328038973288,0.7832548521172875,0.7975236808073806
2020-12-04,0.5663250096888813,0.4292346234847642,0.454341459274292,0.544170932112069,0.43215872931831495,0.3034007814195421,0.6023289842185414,0.7565513169469912,0.7432259158218834,0.7778933876439145,0.7925338745117188,0.6170087409741951,0.7805152880620412,0.7750782017380311,0.7297195243618458
2020-12-09,0.7739397967303241,0.7827065255906847,0.7197593617662091,0.7010322307718211,0.44460891636770633,0.7544786857836174,0.7321673038009012,0.6920260594896048,0.702215036182557,0.5666662918893914,0.49302734212672455,0.5759239427971118,0.46515226130773346,0.5110283564077961,0.4501644824552048
2020-12-24,0.6793435555917245,0.7596154742770724,0.7397780373831776,0.7558578491210938,0.5318386360182934,0.7379722209891888,0.7815480862504173,0.7247322019466684,0.7541591449972771,0.6452562432540091,0.5522019406582447,0.6388449466589725,0.525255212581566,0.5915341893508076,0.5282070259727851
2021-01-03,0.5668201122031545,0.6481931467089503,0.5969019144123588,0.6326825372103987,0.6762983694927064,0.6864199397539852,0.6385027041263351,0.7333440859455708,0.6751810027830722,0.703335892526727,0.6484439525198429,0.6377588445490057,0.5738737013576902,0.5881164174021026,0.7101336968501137
2021-01-08,0.780888988353588,0.8082422680324979,0.8042368666033879,0.7704364645070043,0.796702375900587,0.7948660802359533,0.7889552606600467,0.7313402664562887,0.7013634528903013,0.8016407213712994,0.780350867738115,0.4584647077855056,0.7106765323906505,0.7217469043309808,0.7596910496213737
